,SSYK 2012 kod,Yrkesbenämning
2891,2411,Hamnkamrer
2892,1322,"Hamnkapten, verksamhetsnära chef"
2893,1321,"Hamnkapten, funktions- eller mellanchef"
2894,4111,Hamnkassör
2895,3152,Hamnlots
2896,4323,Hamnserviceman
2897,5413,Hamnskyddskontrollant
2898,3152,Hamnstyrman
2899,5419,Hamnvakt
2900,4323,Hamnvärd
2901,8159,Hamparbetare
2902,2330,Handarbetslärare
2903,7323,Handbokbindare
2904,3422,Handbollsdomare
2905,3421,Handbollsspelare
2906,3322,"Handelsagent, detaljhandel"
2907,3331,"Handelsagent, partihandel"
2908,2320,Handelslärare
2909,6112,Handelsträdgårdsarbetare
2910,6112,Handelsträdgårdsmästare
2911,7211,"Handformare, gjuteri"
2912,7319,"Handformare, keramik"
2913,7321,"Handgravör, tryckmedier"
2914,5343,"Handikappassistent, personlig assistent"
2915,5342,"Handikappassistent, vårdare och boendestödjare"
2916,2422,Handikappkonsulent
2917,3411,Handikappsekreterare
2918,5343,"Handikappvårdare, personlig assistent"
2919,5342,"Handikappvårdare, vårdare och boendestödjare"
2920,2211,Handkirurg
2921,9332,Handlastare
2922,5342,"Handledare, personer med funktionsnedsättning"
2923,4323,Handlingskoordinator
2924,3359,"Handläggare, administrativ assistent"
2925,3353,"Handläggare, arbetslöshetskassa"
2926,3353,"Handläggare, bostadsbidrag"
2927,3355,"Handläggare, bygglov"
2928,2661,"Handläggare, flyktingar"
2929,3353,"Handläggare, försäkringskassa"
2930,3353,"Handläggare, socialbidrag"
2931,3353,"Handläggare, soft"
2932,2422,"Handläggare, utredare, offentlig förvaltning"
2933,9320,Handpaketerare
2934,8129,Handriktare
2935,8159,Handskblockare
2936,8159,Handskmakare
2937,7534,Handskomakare
2938,8159,Handskstansare
2939,8159,Handsksömmare
2940,7319,Handstickare
2941,7321,Handsättare
2942,8122,Handvalsare
2943,7319,Handvirkare
2944,7319,Handvävare
2945,7311,Hantverksoptiker
2946,3411,Hantverkspedagog
2947,8132,Hartskokare
2948,8129,"Hasplare, metall"
2949,8159,"Hasplare, textilindustri"
2950,7531,Hattmakare
2951,7531,Hattmodist
2952,2423,Headhunter
2953,7322,Heatsettryckare
2954,7221,Hejarsmed
2955,3153,Helikopterförare
2956,7232,Helikoptermekaniker
2957,3153,Helikopterpilot
2958,3155,Helikoptertekniker
2959,3512,"Helpdesk, data"
2960,3512,Helpdesktekniker
2961,3512,Helprunner
2962,8159,Helstyckssömmerska
2963,2211,Hematolog
2964,9119,Hembiträde
2965,7420,Hemelektronikreparatör
2966,5241,Hemförsäljare
2967,9119,Hemhjälp
2968,3411,Hemhjälpsledare
2969,3432,Heminredare
2970,3432,Heminredningskonsult
2971,5349,Heminstruktör
2972,2341,"Hemkunskapslärare, grundskola"
2973,6130,"Hemmansägare, blandad drift"
2974,6111,"Hemmansägare, blandade växtslag"
2975,6121,"Hemmansägare, uppfödning, lantbrukets husdjur"
2976,6111,"Hemmansägare, växtodling"
2977,5241,Hempartyförsäljare
2978,5321,Hemsamarit
2979,9119,Hemservicearbetare
2980,5321,"Hemsjukvårdare, undersköterska"
2981,5330,"Hemsjukvårdare, vårdbiträde"
2982,3449,Hemslöjdskonsulent
2983,2341,"Hemspråkslärare, grundskola"
2984,2330,"Hemspråkslärare, gymnasieskola"
2985,5312,Hemspråkstränare
2986,7531,Hemsömmerska
2987,3411,Hemterapeut
2988,3411,"Hemtjänstassistent, ansvar för utredning och stödåtgärder"
2989,5342,"Hemtjänstassistent, vårdare"
2990,5330,Hemtjänstbiträde
2991,1532,"Hemtjänstchef, verksamhetsnära chef"
2992,3411,Hemtjänstinspektör
2993,5321,"Hemtjänstpersonal, undersköterska"
2994,5330,"Hemtjänstpersonal, vårdbiträde"
2995,5321,Hemtjänstvårdare
2996,5330,Hemtjänstvårdbiträde
2997,5330,Hemvårdare
2998,3411,Hemvårdsassistent
2999,5330,Hemvårdsbiträde
3000,3411,Hemvårdssekreterare
3001,7223,Henare
3002,5141,Herrfrisör
3003,7531,Herrskräddare
3004,6121,Hingsthållare
3005,3422,Hippolog
3006,8343,"Hissförare, godshiss"
3007,9629,"Hissförare, personhiss"
3008,7412,Hissmontör
3009,7412,Hissreparatör
3010,7412,Hisstekniker
3011,3212,Histopatologiassistent
3012,2359,Historiepedagog
3013,2623,"Historiker, forskare"
3014,8342,Hjullastarförare
3015,8172,"Hjälpare, pappersindustri"
3016,9210,Hjälpfiskare
3017,9332,Hjälplastare
3018,3214,Hjälpmedelsingenjör
3019,2273,Hjälpmedelskonsulent
3020,7311,Hjälpmedelstekniker
3021,2351,Hjälpundervisningskonsulent
3022,3422,Hockeydomare
3023,3432,Home staging konsult
3024,3432,Home styling konsult
3025,3230,Homeopat
3026,8212,"Hopsättare, elkraft"
3027,8212,"Hopsättare, el-tele"
3028,8213,"Hopsättare, metall"
3029,8213,"Hopsättare, plast"
3030,8214,"Hopsättare, snickeri"
3031,8214,"Hopsättare, trä"
3032,7319,Hornvaruarbetare
3033,2134,Hortonom
3034,1712,"Hotellchef, verksamhetsnära chef"
3035,1711,"Hotellchef, funktions- eller mellanchef"
3036,5151,Hotellhusfru
3037,5230,Hotellkassör
3038,4224,Hotellportier
3039,4224,Hotellreceptionist
3040,9111,Hotellstädare
3041,9622,Hotellvaktmästare
3042,4224,Hotellvärd
3043,5131,Hovmästare
3044,2612,Hovrättsassessor
3045,2612,Hovrättsfiskal
3046,2612,Hovrättslagman
3047,2612,Hovrättsnotarie
3048,2612,Hovrättspresident
3049,2612,Hovrättsråd
3050,6121,Hovslagare
3051,4112,HR-assistent
3052,1221,"HR-chef, funktions- eller mellanchef"
3053,1222,"HR-chef, verksamhetsnära chef"
3054,1221,"HR-director, funktions- eller mellanchef"
3055,1222,"HR-director, verksamhetsnära chef"
3056,1221,"HR-direktör, funktions- eller mellanchef"
3057,1222,"HR-direktör, verksamhetsnära chef"
3058,2423,HR-expert
3059,2423,HR-konsult
3060,1221,"HR-manager, funktions- eller mellanchef"
3061,1222,"HR-manager, verksamhetsnära chef"
3062,2423,HR-specialist
3063,2211,Hudläkare
3064,7534,Hudsorterare
3065,5142,Hudterapeut
3066,5142,Hudvårdskonsult
3067,5142,Hudvårdsterapeut
3068,1221,"Human resources director, funktions- eller mellanchef"
3069,1222,"Human resources director, verksamhetsnära chef"
3070,1221,"Human resources manager, funktions- eller mellanchef"
3071,1222,"Human resources manager, verksamhetsnära chef"
3072,2623,"Humanist, forskare"
3073,6122,Hunddressör
3074,6122,Hundfrisör
3075,5413,"Hundförare, väktare"
3076,6122,Hundmassör
3077,6122,Hundpsykolog
3078,3240,Hundsjukvårdare
3079,6122,Hundskötare
3080,6122,Hundtrimmare
3081,6122,Hunduppfödare
3082,6122,Hundvårdare
3083,2161,Husbyggnadsarkitekt
3084,6121,"Husdjursassistent, lantbrukets husdjur"
3085,6122,"Husdjursassistent, sällskapsdjur"
3086,2134,Husdjurskonsulent
3087,6121,"Husdjursskötare, lantbrukets husdjur"
3088,6122,"Husdjursskötare, sällskapsdjur"
3089,6121,Husdjurstekniker
3090,5151,"Husfru, hotell/restaurang"
3091,3322,Husförsäljare
3092,9111,"Hushållsföreståndare, privathem"
3093,2330,"Hushållslärare, gymnasieskola"
3094,2341,"Hushållslärare, grundskola"
3095,7420,Hushållsmaskinreparatör
3096,3115,Hushållstekniker
3097,2211,Husläkare
3098,7119,Husmontör
3099,3452,Husmor
3100,5223,Husvagnsförsäljare
3101,8211,Husvagnsmontör
3102,5152,Husvärd
3103,4430,Huvudskyddsombud
3104,3114,Hydraulikingenjör
3105,7233,Hydraulmontör
3106,7223,Hydraulpressare
3107,7233,Hydraulreparatör
3108,2132,Hydrobiolog
3109,2114,Hydrogeolog
3110,2114,Hydrolog
3111,3215,Hydrologassistent
3112,3230,Hydroterapeut
3113,5349,"Hygienassistent, sjukvård"
3114,2221,Hygiensjuksköterska
3115,2221,Hygiensköterska
3116,5349,"Hygientekniker, desinfektion, sterilisering"
3117,9111,"Hygientekniker, städning"
3118,8131,Hygienteknisk operatör
3119,2221,Hypertonisjuksköterska
3120,3335,Hyresförhandlare
3121,5226,Hyresförmedlare
3122,3335,Hyresinspektör
3123,3335,Hyresintendent
3124,3335,Hyreskonsulent
3125,8193,"Hyttarbetare, järnbruk"
3126,7319,"Hyttbiträde, glashytta"
3127,7319,"Hyttmästare, glasbruk"
3128,8193,"Hyttmästare, stål- och järnverk"
3129,8193,"Hyttskötare, järnbruk"
3130,9111,Hyttstädare
3131,9111,Hyttvärd
3132,8173,Hyvelmästare
3133,8173,Hyveloperatör
3134,7223,Hyvelställare
3135,7224,"Hyvlare, metall"
3136,7223,"Hyvlare, NC/CNC-maskin"
3137,8173,"Hyvlare, sågverk"
3138,7523,"Hyvlare, trä"
3139,4119,Hålkortsstansare
3140,7224,Hålslipare
3141,7113,Håltagare
3142,7212,Hårdlödare
3143,2143,Hårdvarukonstruktör
3144,5141,Hårfrisör
3145,2421,Hälso- och sjukvårdsstrateg
3146,3424,Hälsocoach
3147,2415,Hälsoekonom
3148,3424,Hälsoinformatör
3149,2250,Hälsokontrollveterinär
3150,3424,Hälsopedagog
3151,2422,Hälsoplanerare
3152,3424,Hälsorådgivare
3153,2182,Hälsoskyddsinspektör
3154,3424,Hälsostrateg
3155,3424,Hälsoupplysare
3156,2182,Hälsovårdsinspektör
3157,7319,Hänklare
3158,8129,"Härdare, metall"
3159,8142,"Härdare, plast"
3160,8129,Härderiarbetare
3161,8129,"Härvlare, metall"
3162,3421,Hästdressör
3163,6121,Hästmassör
3164,6121,Hästskötare
3165,3421,Hästtränare
3166,6121,Hästuppfödare
3167,3421,"Hästutbildare, ospec"
3168,6121,Hästvårdare
3169,2319,Högskoleadjunkt
3170,3112,"Högskoleingenjör, bygg och anläggning"
3171,3113,"Högskoleingenjör, elektronik"
3172,3113,"Högskoleingenjör, elkraft"
3173,3116,"Högskoleingenjör, gruva/metallurgi"
3174,3115,"Högskoleingenjör, kemiteknik"
3175,3114,"Högskoleingenjör, maskin"
3176,3113,"Högskoleingenjör, telekommunikation"
3177,3119,"Högskoleingenjör, textil, trä m.m."
3178,xxxx,"Högskoleingenjör, övrig (se under mer specificerad benämning)"
3179,2312,Högskolelektor
3180,1120,Högskolerektor
3181,2312,"Högskollärare, lektor"
3182,2319,"Högskollärare, adjunkt"
3183,2341,Högstadielärare
3184,7322,Högtryckare
3185,7134,Högtryckstekniker
3186,6121,Hönseriägare
3187,6121,Hönsskötare
3188,3214,Hörselingenjör
3189,2351,Hörselpedagog
3190,3214,Hörseltekniker
3191,2283,Hörselvårdsassistent
3192,3214,Hörselvårdsingenjör
3193,2351,Hörselvårdskonsulent
3194,3214,Hörselvårdstekniker
3195,2623,Idéhistoriker
3196,3322,Idésäljare
3197,3339,Idrottsagent
3198,3422,Idrottsdomare
3199,1741,"Idrottshallsföreståndare, funktions- eller mellanchef"
3200,1742,"Idrottshallsföreståndare, verksamhetsnära chef"
3201,3422,Idrottsinstruktör
3202,3422,Idrottskonsulent
3203,3422,Idrottsledare
3204,2341,"Idrottslärare, grundskola "
3205,2330,"Idrottslärare, gymnasieskola"
3206,3421,Idrottsman
3207,3422,Idrottspedagog
3208,5152,Idrottsplatsarbetare
3209,1741,"Idrottsplatschef, funktions- eller mellanchef"
3210,1742,"Idrottsplatschef, verksamhetsnära chef"
3211,5152,Idrottsplatsvaktmästare
3212,7211,"Idrottspristillverkare, pokaler"
3213,3421,Idrottsproffs
3214,3422,Idrottstränare
3215,3422,"Idrottstränare, motion"
3216,3421,"Idrottsutövare, professionell"
3217,3439,Illusionist
3218,2651,Illustrationstecknare
3219,3117,"Illustratör, teknisk"
3220,2651,"Illustratör, övrig"
3221,9320,"Iläggare, glasmaskin"
3222,2671,Imam
3223,3439,Imitatör
3224,2614,Immaterialrättsjurist
3225,2131,"Immunolog, forskare"
3226,2211,"Immunolog, klinisk"
3227,1321,"Importchef, funktions- eller mellanchef"
3228,1322,"Importchef, verksamhetsnära chef"
3229,3331,Importspeditör
3230,7319,"Inbärare, glasbruk"
3231,4221,Incheckare
3232,2242,Individualterapeut
3233,8192,Indunstare
3234,8192,Indunstningsoperatör
3235,8163,Industribagare
3236,2171,Industridesigner
3237,7412,Industrielektriker
3238,2171,Industriformgivare
3239,3431,Industrifotograf
3240,5113,Industriguide
3241,7123,Industriisolerare
3242,8161,Industrikock
3243,7132,Industrilackerare
3244,8311,Industrilokförare
3245,7233,Industrimekaniker
3246,7132,Industrimålare
3247,7215,"Industriplåtslagare, grovplåtslagare"
3248,7214,"Industriplåtslagare, tunnplåtslagare"
3249,2241,Industripsykolog
3250,8199,Industrirobotoperatör
3251,7125,Industrirörmontör
3252,7134,Industrisanerare
3253,9111,Industristädare
3254,5413,Industrivakt
3255,2211,Infektionsläkare
3256,2221,Infektionssjuksköterska
3257,2221,Infektionssköterska
3258,2622,Informatiker
3259,4410,Informatikerassistent
3260,2432,Informationsansvarig
3261,2281,Informationsapotekare
3262,2432,"Informationsassistent, analys, planering, utformning"
3263,4222,"Informationsassistent, miljöfrågor"
3264,4222,"Informationsassistent, produkter eller tjänster"
3265,4221,"Informationsassistent, trafikinformatör"
3266,1242,"Informationschef, verksamhetsnära chef"
3267,1241,"Informationschef, funktions- eller mellanchef"
3268,1241,"Informationsdirektör, funktions- eller mellanchef"
3269,1242,"Informationsdirektör, verksamhetsnära chef"
3270,5230,"Informationskassör, butik"
3271,2432,Informationskonsult
3272,2622,Informationsmäklare
3273,2432,Informationssekreterare
3274,2432,Informatör
3275,4221,"Informatör, trafikinformation"
3276,4222,"Informatör, upplysningstjänst"
3277,8193,"Infraktare, stålverk"
3278,2511,Infrastrukturarkitekt
3279,8161,Infrysare
3280,3112,"Ingenjör, bygg och anläggning"
3281,3113,"Ingenjör, elektronik"
3282,3113,"Ingenjör, elkraft"
3283,3116,"Ingenjör, gruva/metallurgi"
3284,3114,"Ingenjör, hydraulik"
3285,3115,"Ingenjör, kemiteknik"
3286,3114,"Ingenjör, maskin"
3287,3113,"Ingenjör, telekommunikation"
3288,3119,"Ingenjör, textil, trä m.m."
3289,xxxx,"Ingenjör, övrig (se under mer specificerad benämning)"
3290,2146,Ingenjörsgeolog
3291,7113,"Injekterare, betong"
3292,4212,Inkasserare
3293,4212,Inkassohandläggare
3294,3323,Inköpare
3295,4115,Inköpsadministratör
3296,3323,Inköpsansvarig
3297,4115,Inköpsassistent
3298,1322,"Inköpschef, verksamhetsnära chef"
3299,1321,"Inköpschef, funktions- eller mellanchef "
3300,1321,"Inköpsdirektör, funktions- eller mellanchef"
3301,1322,"Inköpsdirektör, verksamhetsnära chef"
3302,3111,Inköpsingenjör
3303,4115,Inköpskontorist
3304,3323,Inköpsledare
3305,3111,Inköpsplanerare
3306,3323,Inköpssamordnare
3307,4115,Inköpssekreterare
3308,3111,Inköpstekniker
3309,8122,"Inläggare, valsverk"
3310,3439,Inläsare
3311,3422,Innebandydomare
3312,3421,Innebandyspelare
3313,3422,Innebandytränare
3314,3322,"Innesäljare, företagssäljare"
3315,5242,"Innesäljare, call center"
3316,7531,Inprovare
3317,2161,"Inredare, inredningsarkitekt"
3318,3432,"Inredare, övrig"
3319,7522,Inrednings- och dekorbyggare
3320,2161,Inredningsarkitekt
3321,3432,Inredningsdesigner
3322,2161,"Inredningskonsulent, inredningsarkitekt"
3323,3432,"Inredningskonsulent, övrig"
3324,2161,"Inredningskonsult, inredningsarkitekt"
3325,3432,"Inredningskonsult, övrig"
3326,8214,Inredningsmontör
3327,3432,Inredningsritare
3328,7533,Inredningssadelmakare
3329,7522,Inredningssnickare
3330,5411,Insatsledare
3331,2132,Insektsforskare
3332,6222,Insjöfiskare
3333,3342,Inskrivningshandläggare
3334,2241,Inskrivningspsykolog
3335,4211,Inspector dealer
3336,7115,Inspektionsdykare
3337,2134,"Inspektor, blandad drift"
3338,2134,"Inspektor, husdjursuppfödning"
3339,2135,"Inspektor, skogsbruk"
3340,2669,"Inspektör, frivård"
3341,3360,"Inspektör, kriminalavdelning"
3342,2422,"Inspektör, Socialstyrelsen"
3343,3433,Inspelningsassistent
3344,3522,Inspelningskoordinator
3345,3522,Inspelningsledare
3346,3521,Inspelningstekniker
3347,3433,Inspicient
3348,7411,Installationselektriker
3349,3113,Installationsingenjör
3350,7125,"Installationsmontör, sprinkler"
3351,7420,"Installationstekniker, bredband"
3352,7420,"Installationstekniker, larm"
3353,7233,"Installationstekniker, maskiner o. mekanisk utrustning"
3354,7420,"Installatör, bredband"
3355,3431,Institutionsfotograf
3356,3311,Institutionsmäklare
3357,3359,Institutionssekreterare
3358,7311,"Institutionstekniker, finmekanik"
3359,9622,"Institutionstekniker, vaktmästare"
3360,8311,Instruktionsförare
3361,5151,Instruktionsstädare
3362,3422,"Instruktör, idrott"
3363,2134,"Instruktör, lantbruksnämnd"
3364,xxxx,"Instruktör, övrig (klassificeras som underställd personal)"
3365,7420,Instrumentelektriker
3366,3215,"Instrumentingenjör, fysik"
3367,3215,"Instrumentingenjör, fysikaliskt lab."
3368,3115,"Instrumentingenjör, kemiskt lab."
3369,3113,"Instrumentingenjör, styr- o. reglerteknik"
3370,7311,"Instrumentmakare, finmekanik"
3371,7311,Instrumentmekaniker
3372,7311,Instrumentmontör
3373,7311,Instrumentoptiker
3374,7311,"Instrumentreparatör, finmekanik"
3375,7420,"Instrumenttekniker, elektronik"
3376,7311,"Instrumenttekniker, finmekanik"
3377,7522,Intarsiasnickare
3378,2669,Integrationshandläggare
3379,1741,"Intendent, golfklubb, funktions- eller mellanchef"
3380,1742,"Intendent, golfklubb, verksamhetsnära chef"
3381,2621,"Intendent, konst-"
3382,2621,"Intendent, museum"
3383,3335,"Intendent, sjukhus"
3384,2621,"Intendent, utställningar"
3385,2228,Intensivvårdssjuksköterska
3386,2172,Interaktiv designer
3387,3452,Internatföreståndare
3388,3311,Internetbankmäklare
3389,5242,Internetförsäljare
3390,3512,Internetsupporter
3391,2411,Internrevisor
3392,4226,"Intervjuare, opinions- o. marknadsundersökning"
3393,2642,"Intervjuare, reporter"
3394,7319,Intonatör
3395,2661,Invandrarkonsulent
3396,2359,Invandrarlärare
3397,2661,Invandrarsekreterare
3398,4322,"Inventerare, lager"
3399,2135,"Inventerare, rovdjur"
3400,2413,Investment manager
3401,7119,"Isarbetare, montering"
3402,8342,"Isarbetare, tillverkning"
3403,3422,Ishockeydomare
3404,3421,Ishockeyspelare
3405,3422,Ishockeytränare
3406,8342,Ismaskinförare
3407,7123,Isolerare
3408,8189,Isoleringsmaterialarbetare
3409,7123,Isoleringsmontör
3410,7123,Isoleringsplåtslagare
3411,2651,Isskulptör
3412,2512,IT projektledare applikationsprogrammerare
3413,2512,"IT projektledare, databasutveckling"
3414,2516,"IT projektledare, it-säkerhet"
3415,3514,"IT projektledare, nätverk"
3416,2512,"IT projektledare, systemutveckling"
3417,2512,"IT projektledare, webb- och multimedia"
3418,2511,IT-analytiker
3419,2515,"IT-ansvarig, systemförvaltare"
3420,3511,"IT-ansvarig, datatekniker"
3421,2511,IT-arkitekt
3422,3512,"IT-assistent, supporttekniker"
3423,2519,IT-brottsutredare
3424,1312,"IT-chef, verksamhetsnära chef"
3425,1311,"IT-chef, funktions- eller mellanchef"
3426,2516,IT-forensiker
3427,2619,IT-jurist
3428,2512,IT-konsult applikationsprogrammerare
3429,2512,"IT-konsult, databasutveckling"
3430,2516,"IT-konsult, it-säkerhet"
3431,3514,"IT-konsult, nätverk"
3432,2512,"IT-konsult, systemutveckling"
3433,2512,"IT-konsult, webb- och multimedia"
3434,xxxx,IT-manager (se IT-chef)
3435,3449,"IT-pedagog, studiecirkel/kurs"
3436,3449,"IT-pedagog, utbildningsföretag"
3437,2411,IT-revisor
3438,2515,"IT-samordnare, systemförvaltare"
3439,3511,"IT-samordnare, datatekniker"
3440,2519,IT-strateg
3441,2516,IT-säkerhetschef
3442,3511,"IT-tekniker, drift"
3443,3512,"IT-tekniker, support"
3444,3514,"IT-tekniker, system"
3445,2511,IT-utredare
3446,2512,IT-utvecklare
3447,2654,Itv-producent
3448,2228,IVA-sköterska
3449,2135,Jaktkonsulent
3450,3360,Jaktpolis
3451,5419,Jakttillsynsman
3452,2135,Jaktvårdare
3453,2135,Jaktvårdskonsulent
3454,2135,Jaktvårdsrådgivare
3455,2512,Javautvecklare
3456,2653,Jazzdansare
3457,2652,Jazzmusiker
3458,8111,"Jetbrännare, stenbrott"
3459,7223,Jiggborrare
3460,7222,Jiggmakare
3461,3421,Jockey
3462,3439,Jonglör
3463,6130,"Jordbrukare, blandad drift"
3464,6111,"Jordbrukare, blandade växtslag"
3465,6121,"Jordbrukare, husdjursuppfödning"
3466,6130,"Jordbrukare, ospec"
3467,6111,"Jordbrukare, växtodling"
3468,xxxx,Jordbruksarbetare (se Lantarbetare)
3469,2134,Jordbruksforskare
3470,2134,Jordbruksinstruktör
3471,2134,Jordbrukskonsulent
3472,2134,Jordbruksrådgivare
3473,9520,Jordgubbsförsäljare
3474,6111,Jordgubbsodlare
3475,2642,Journalist
3476,3422,Judotränare
3477,8350,Jungman
3478,3313,Junior revisor
3479,2619,Juridisk ombudsman
3480,2612,"Jurist, allmän domstol"
3481,2614,"Jurist, bank"
3482,2614,"Jurist, bolags-"
3483,2614,"Jurist, fastighets-"
3484,2614,"Jurist, företags-"
3485,2615,"Jurist, förvaltnings-"
3486,2612,"Jurist, förvaltningsdomstol"
3487,2615,"Jurist, myndighet"
3488,2615,"Jurist, organisation"
3489,2619,"Jurist, ospec"
3490,2612,"Jurist, specialdomstol"
3491,xxxx,"Jurist, övrig (se resp. inriktning)"
3492,3342,Juristassistent
3493,3342,Juristsekreterare
3494,7311,"Justerare, instrument"
3495,8211,"Justerare, motorer"
3496,8173,Justersågare
3497,1112,Justitiekansler
3498,1112,Justitieombudsman
3499,2612,Justitieråd
3500,5223,Juvelerarbiträde
3501,7312,Juvelerare
3502,7312,Juvelfattare
3503,2135,Jägare
3504,2135,Jägmästare
3505,1380,"Jägmästare, skogsförvaltare"
3506,2422,Jämställdhetsstrateg
3507,5223,Järnhandelsbiträde
3508,5223,Järnhandlare
3509,7215,Järnkonstruktionsmontör
3510,8312,"Järnvägsexpeditör, bangård"
3511,4323,"Järnvägsexpeditör, trafikexpediering"
3512,5112,"Järnvägsexpeditör, tågtjänst"
